DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
28/06/25;10:30:00;127.88;128.15;127.88;127.98;337160
28/06/25;10:45:00;127.98;127.99;127.85;127.98;90900
28/06/25;11:00:00;127.99;128.07;127.81;127.83;283780
28/06/25;11:15:00;127.82;127.83;127.57;127.68;256490
28/06/25;11:30:00;127.67;127.68;127.4;127.4;296610
28/06/25;11:45:00;127.4;127.5;127.2;127.47;510270
28/06/25;12:00:00;127.42;127.59;127.4;127.41;79680
28/06/25;12:15:00;127.41;127.55;127.38;127.46;50850
28/06/25;12:30:00;127.5;127.6;127.46;127.49;57900
28/06/25;12:45:00;127.49;127.57;127.44;127.52;37930
28/06/25;13:00:00;127.51;127.6;127.46;127.54;57310
28/06/25;13:15:00;127.54;127.6;127.48;127.59;35010
28/06/25;13:30:00;127.59;127.6;127.55;127.55;12630
28/06/25;13:45:00;127.58;127.59;127.53;127.59;29680
28/06/25;14:00:00;127.59;127.68;127.53;127.68;89510
28/06/25;14:15:00;127.68;127.68;127.59;127.64;33100
28/06/25;14:30:00;127.63;127.63;127.5;127.58;58690
28/06/25;14:45:00;127.58;127.61;127.51;127.58;16960
28/06/25;15:00:00;127.57;127.6;127.4;127.42;127420
28/06/25;15:15:00;127.42;127.5;127.41;127.47;22900
28/06/25;15:30:00;127.43;127.48;127.35;127.47;49240
28/06/25;15:45:00;127.47;127.59;127.44;127.58;21020
28/06/25;16:00:00;127.56;127.63;127.48;127.6;49650
28/06/25;16:15:00;127.59;127.61;127.45;127.45;27420
28/06/25;16:30:00;127.46;127.55;127.45;127.46;15220
28/06/25;16:45:00;127.48;127.49;127.41;127.46;16290
28/06/25;17:00:00;127.42;127.47;127.36;127.45;20320
28/06/25;17:15:00;127.43;127.53;127.4;127.51;23440
28/06/25;17:30:00;127.51;127.55;127.44;127.55;43710
28/06/25;17:45:00;127.57;127.58;127.46;127.51;12040
28/06/25;18:00:00;127.54;127.55;127.42;127.52;22620
28/06/25;18:15:00;127.51;127.54;127.4;127.5;20350
28/06/25;18:30:00;127.54;127.54;127.36;127.42;48930
28/06/25;18:45:00;127.42;127.51;127.36;127.48;85600
29/06/25;09:45:00;127.4;127.4;127.4;127.4;17480
29/06/25;10:00:00;127.4;127.75;127.37;127.65;221500
29/06/25;10:15:00;127.68;127.68;127.39;127.45;40230
29/06/25;10:30:00;127.46;127.56;127.4;127.5;42470
29/06/25;10:45:00;127.44;127.54;127.38;127.42;55440
29/06/25;11:00:00;127.46;127.54;127.43;127.49;24710
29/06/25;11:15:00;127.44;127.48;127.4;127.42;29930
29/06/25;11:30:00;127.42;127.45;127.37;127.43;46140
29/06/25;11:45:00;127.4;127.45;127.34;127.44;74830
29/06/25;12:00:00;127.44;127.5;127.33;127.42;57400
29/06/25;12:15:00;127.41;127.5;127.4;127.44;25980
29/06/25;12:30:00;127.4;127.44;127.36;127.37;15330
29/06/25;12:45:00;127.38;127.45;127.34;127.4;35210
29/06/25;13:00:00;127.41;127.5;127.4;127.49;67970
29/06/25;13:15:00;127.48;127.5;127.41;127.46;23350
29/06/25;13:30:00;127.45;127.53;127.45;127.51;31750
29/06/25;13:45:00;127.52;127.55;127.44;127.52;22060
29/06/25;14:00:00;127.51;127.54;127.39;127.49;64770
29/06/25;14:15:00;127.49;127.52;127.42;127.5;29180
29/06/25;14:30:00;127.51;127.52;127.42;127.44;39390
29/06/25;14:45:00;127.45;127.51;127.44;127.49;11860
29/06/25;15:00:00;127.49;127.52;127.44;127.5;15310
29/06/25;15:15:00;127.47;127.55;127.44;127.52;41060
29/06/25;15:30:00;127.54;127.56;127.52;127.55;51530
29/06/25;15:45:00;127.55;127.63;127.53;127.62;90770
29/06/25;16:00:00;127.62;127.62;127.47;127.5;70310
29/06/25;16:15:00;127.5;128;127.5;127.56;1259470
29/06/25;16:30:00;127.54;127.71;127.44;127.71;301830
29/06/25;16:45:00;127.7;127.7;127.36;127.43;224110
29/06/25;17:00:00;127.43;127.49;127.36;127.37;96010
29/06/25;17:15:00;127.37;127.37;127;127;717430
29/06/25;17:30:00;127;127.25;127;127.2;207450
29/06/25;17:45:00;127.2;127.24;127.01;127.04;193800
29/06/25;18:00:00;127.04;127.07;126.73;126.93;291610
29/06/25;18:15:00;126.92;127.1;126.8;127.02;183290
29/06/25;18:30:00;127.02;127.23;127.01;127.2;140310
29/06/25;18:45:00;127.21;127.25;126.84;127.1;240660
30/06/25;07:00:00;127.03;127.17;126.81;126.99;485650
30/06/25;07:15:00;126.99;127.18;126.98;127.05;332210
30/06/25;07:30:00;127.05;127.05;126.87;126.96;170660
30/06/25;07:45:00;126.92;127.12;126.83;127.02;330440
30/06/25;08:00:00;127.02;127.08;126.81;126.88;262900
30/06/25;08:15:00;126.88;126.99;126.83;126.97;108920
30/06/25;08:30:00;126.97;126.99;126.8;126.81;145350
30/06/25;08:45:00;126.83;126.84;126.51;126.72;570750
30/06/25;09:00:00;126.72;126.95;126.58;126.85;998630
30/06/25;09:15:00;126.85;126.85;126.3;126.54;1107020
30/06/25;09:30:00;126.49;126.8;126.38;126.78;575960
30/06/25;09:45:00;126.79;127.05;126.74;127.01;573060
30/06/25;10:00:00;127.01;127.23;126.95;127.01;1276210
30/06/25;10:15:00;127.01;127.19;126.7;126.8;665380
30/06/25;10:30:00;126.79;126.91;126.6;126.73;936060
30/06/25;10:45:00;126.71;127.12;126.71;126.86;864880
30/06/25;11:00:00;126.86;127.43;126.86;127.1;1243010
30/06/25;11:15:00;127.09;127.14;126.71;126.77;614480
30/06/25;11:30:00;126.78;127.1;126.7;127.1;557710
30/06/25;11:45:00;127.1;127.1;126.65;126.73;370370
30/06/25;12:00:00;126.74;127.11;126.65;126.97;585280
30/06/25;12:15:00;126.98;127.2;126.92;127.11;447480
30/06/25;12:30:00;127.09;127.11;126.69;126.78;607240
30/06/25;12:45:00;126.78;126.86;126.68;126.78;267390
30/06/25;13:00:00;126.77;127.49;126.76;127.13;2807250
30/06/25;13:15:00;127.13;127.7;126.91;127.57;2003120
30/06/25;13:30:00;127.57;127.79;127.4;127.72;1085310
30/06/25;13:45:00;127.71;128.12;127.57;127.99;2150200
30/06/25;14:00:00;127.99;128.6;127.8;128.4;2746010
30/06/25;14:15:00;128.41;128.5;128.12;128.5;1310490
30/06/25;14:30:00;128.5;128.55;128.27;128.41;823380
30/06/25;14:45:00;128.41;128.42;127.97;128.14;1249480
30/06/25;15:00:00;128.14;128.54;128.14;128.53;1253650
30/06/25;15:15:00;128.54;128.79;128.48;128.61;1243520
30/06/25;15:30:00;128.62;128.66;128.33;128.38;975450
30/06/25;15:45:00;128.38;129.6;128.33;129.52;5247320
30/06/25;16:00:00;129.53;130.07;129.52;129.88;6329970
30/06/25;16:15:00;129.86;130.55;129.64;130.21;3932430
30/06/25;16:30:00;130.2;130.29;129.75;130.13;2145290
30/06/25;16:45:00;130.13;130.24;129.75;129.79;1640530
30/06/25;17:00:00;129.77;129.91;129.2;129.84;3124060
30/06/25;17:15:00;129.84;130.02;129.79;129.95;889230
30/06/25;17:30:00;129.95;130;129.77;129.88;671170
30/06/25;17:45:00;129.88;130.08;129.84;130;983180
30/06/25;18:00:00;130;130.06;129.79;130.05;785820
30/06/25;18:15:00;130.05;130.06;129.22;129.72;1504410
30/06/25;18:30:00;129.72;130.19;129.42;129.88;1200640
30/06/25;18:45:00;130.03;130.03;130.03;130.03;82570
30/06/25;19:00:00;130.03;130.03;129.73;129.75;242200
30/06/25;19:15:00;129.74;129.86;129.56;129.57;467420
30/06/25;19:30:00;129.58;129.86;129.57;129.66;336950
30/06/25;19:45:00;129.65;129.74;129.59;129.63;240710
30/06/25;20:00:00;129.63;129.88;129.63;129.87;381940
30/06/25;20:15:00;129.88;129.88;129.68;129.71;232270
30/06/25;20:30:00;129.7;129.76;129.63;129.69;184960
30/06/25;20:45:00;129.69;129.81;129.62;129.74;366890
30/06/25;21:00:00;129.73;129.81;129.68;129.79;184420
30/06/25;21:15:00;129.79;129.85;129.73;129.77;119160
30/06/25;21:30:00;129.76;129.87;129.75;129.82;145210
30/06/25;21:45:00;129.85;129.97;129.83;129.94;258990
30/06/25;22:00:00;129.94;130.07;129.93;130.07;373900
30/06/25;22:15:00;130.07;130.2;129.94;129.98;570080
30/06/25;22:30:00;129.98;130.01;129.86;129.96;303690
30/06/25;22:45:00;129.96;130.01;129.91;129.98;146790
30/06/25;23:00:00;129.97;130;129.79;129.84;285750
30/06/25;23:15:00;129.84;129.97;129.77;129.93;291240
30/06/25;23:30:00;129.94;129.97;129.85;129.96;306970
30/06/25;23:45:00;129.91;129.95;129.8;129.89;249770
01/07/25;07:00:00;129.97;130;129.66;129.93;418350
01/07/25;07:15:00;129.93;130.4;129.93;130.37;552650
01/07/25;07:30:00;130.37;131.17;130.37;130.84;1870660
01/07/25;07:45:00;130.84;130.93;130.66;130.76;585800
01/07/25;08:00:00;130.77;130.77;130.42;130.6;507040
01/07/25;08:15:00;130.6;130.6;130.22;130.31;573260
01/07/25;08:30:00;130.31;130.5;130.2;130.39;299870
01/07/25;08:45:00;130.38;130.57;130.33;130.48;369020
01/07/25;09:00:00;130.47;130.48;130.12;130.21;668630
01/07/25;09:15:00;130.21;130.47;130.19;130.47;279330
01/07/25;09:30:00;130.47;130.64;130.43;130.55;746390
01/07/25;09:45:00;130.57;130.68;130.45;130.47;357170
01/07/25;10:00:00;130.45;130.47;129.88;130.05;1800750
01/07/25;10:15:00;130.06;130.4;130;130.26;1028130
01/07/25;10:30:00;130.25;130.37;130;130.07;1384670
01/07/25;10:45:00;130.06;130.37;130.06;130.26;700180
01/07/25;11:00:00;130.26;130.5;130.15;130.21;866290
01/07/25;11:15:00;130.21;130.22;129.67;129.94;1613030
01/07/25;11:30:00;129.94;130;129.23;129.56;3469610
01/07/25;11:45:00;129.57;129.72;129.38;129.53;1096400
01/07/25;12:00:00;129.55;129.55;128.91;129.41;2823800
01/07/25;12:15:00;129.41;129.6;129.21;129.51;1002480
01/07/25;12:30:00;129.53;129.59;129.42;129.47;563990
01/07/25;12:45:00;129.47;129.75;129.43;129.66;394170
01/07/25;13:00:00;129.67;129.7;129.28;129.38;963370
01/07/25;13:15:00;129.38;129.68;129.28;129.41;648090
01/07/25;13:30:00;129.4;129.52;129.28;129.51;348950
01/07/25;13:45:00;129.52;129.68;129.4;129.65;300880
01/07/25;14:00:00;129.64;129.83;129.58;129.75;470530
01/07/25;14:15:00;129.75;129.78;129.45;129.49;400490
01/07/25;14:30:00;129.49;129.74;129.35;129.66;675790
01/07/25;14:45:00;129.66;130.04;129.65;129.88;1430840
01/07/25;15:00:00;129.88;130;129.79;129.97;335240
01/07/25;15:15:00;129.96;130;129.85;130;349420
01/07/25;15:30:00;130;130.12;129.85;129.99;1111790
01/07/25;15:45:00;129.98;130.07;129.85;130.04;930590
01/07/25;16:00:00;130.05;130.06;129.9;129.99;302380
01/07/25;16:15:00;129.98;130.04;129.74;130;630870
01/07/25;16:30:00;130.01;130.17;129.9;130.03;603350
01/07/25;16:45:00;130.04;130.2;129.8;129.8;1223340
01/07/25;17:00:00;129.8;129.81;129.53;129.72;1004690
01/07/25;17:15:00;129.73;129.78;129.5;129.77;931500
01/07/25;17:30:00;129.76;129.97;129.7;129.81;601940
01/07/25;17:45:00;129.82;130;129.66;129.89;691060
01/07/25;18:00:00;129.89;129.95;129.54;129.68;492280
01/07/25;18:15:00;129.69;129.69;129.2;129.52;1398020
01/07/25;18:30:00;129.52;129.59;129.38;129.5;409640
01/07/25;18:45:00;129.7;129.7;129.7;129.7;135230
01/07/25;19:00:00;129.66;130.14;129.31;129.88;1606330
01/07/25;19:15:00;129.88;129.88;129.31;129.38;809300
01/07/25;19:30:00;129.37;129.42;129.13;129.37;511270
01/07/25;19:45:00;129.37;129.41;129.09;129.15;333320
01/07/25;20:00:00;129.14;129.26;129;129.21;572930
01/07/25;20:15:00;129.2;129.25;129.14;129.24;77430
01/07/25;20:30:00;129.23;129.38;129.18;129.35;324590
01/07/25;20:45:00;129.35;129.46;129.21;129.23;326610
01/07/25;21:00:00;129.23;129.37;129.21;129.25;140990
01/07/25;21:15:00;129.26;129.26;129;129.06;434150
01/07/25;21:30:00;129.04;129.09;128.32;128.45;2413670
01/07/25;21:45:00;128.44;128.79;128.38;128.45;1007330
01/07/25;22:00:00;128.45;128.62;128.11;128.2;961130
01/07/25;22:15:00;128.2;128.63;128.2;128.62;664910
01/07/25;22:30:00;128.62;128.7;128.23;128.4;563130
01/07/25;22:45:00;128.39;128.39;127.9;128.11;1284600
01/07/25;23:00:00;128.11;128.33;128.05;128.22;296140
01/07/25;23:15:00;128.22;128.31;128.14;128.22;202160
01/07/25;23:30:00;128.16;128.25;128.11;128.21;208530
01/07/25;23:45:00;128.17;128.27;128.13;128.26;289470
02/07/25;06:45:00;128.45;128.45;128.45;128.45;4840
02/07/25;07:00:00;128.45;129.2;128.38;128.96;2021480
02/07/25;07:15:00;128.96;129.09;128.74;128.82;697970
02/07/25;07:30:00;128.77;129.12;128.76;129.11;340220
02/07/25;07:45:00;129.1;129.16;128.75;128.76;414560
02/07/25;08:00:00;128.76;128.91;128.74;128.9;275360
02/07/25;08:15:00;128.9;128.96;128.81;128.89;131960
02/07/25;08:30:00;128.88;128.96;128.84;128.91;114830
02/07/25;08:45:00;128.91;128.91;128.76;128.83;157370
02/07/25;09:00:00;128.8;128.8;128.52;128.55;644550
02/07/25;09:15:00;128.54;128.67;128.5;128.5;286390
02/07/25;09:30:00;128.52;128.52;128.05;128.41;1471830
02/07/25;09:45:00;128.43;128.53;128.27;128.53;281970
02/07/25;10:00:00;128.53;128.54;128.19;128.19;630690
02/07/25;10:15:00;128.2;128.62;128.1;128.59;771600
02/07/25;10:30:00;128.6;128.65;128.31;128.39;375060
02/07/25;10:45:00;128.38;128.6;128.2;128.2;989030
02/07/25;11:00:00;128.2;128.46;128;128;1347520
02/07/25;11:15:00;128;128.36;127.95;128.23;909290
02/07/25;11:30:00;128.24;128.41;128.04;128.1;826660
02/07/25;11:45:00;128.1;128.19;127.52;127.67;1261320
02/07/25;12:00:00;127.68;127.95;127.39;127.85;1308250
02/07/25;12:15:00;127.86;128;127.77;127.9;353260
02/07/25;12:30:00;127.89;127.93;127.62;127.86;315560
02/07/25;12:45:00;127.85;127.97;127.6;127.64;298850
02/07/25;13:00:00;127.64;128.19;126.89;127.16;3939850
02/07/25;13:15:00;127.16;127.31;126.98;127.25;888570
02/07/25;13:30:00;127.25;128;127.14;127.93;1310590
02/07/25;13:45:00;127.93;128;127.7;127.84;538260
02/07/25;14:00:00;127.87;128.2;127.8;128.06;528850
02/07/25;14:15:00;128.06;128.2;128;128.15;317960
02/07/25;14:30:00;128.16;128.47;127.9;128.02;1032570
02/07/25;14:45:00;128.02;128.1;127.62;127.65;377130
02/07/25;15:00:00;127.63;127.95;127.63;127.8;145610
02/07/25;15:15:00;127.82;128.13;127.73;128.05;245670
02/07/25;15:30:00;128.05;128.37;127.8;128;972100
02/07/25;15:45:00;128;128.09;127.72;128.02;587630
02/07/25;16:00:00;128.02;128.09;127.81;127.9;421710
02/07/25;16:15:00;127.9;127.99;127.62;127.98;916660
02/07/25;16:30:00;127.97;128.1;127.81;127.88;956910
02/07/25;16:45:00;127.88;127.9;127.5;127.66;1253810
02/07/25;17:00:00;127.64;127.77;127.51;127.64;288010
02/07/25;17:15:00;127.66;127.76;127.4;127.42;508920
02/07/25;17:30:00;127.42;127.44;127.23;127.37;708760
